year,division_name,crime_category,crime_subtype,incidents_reported,incidents_cleared,count_
2018,D33,Criminal Code Traffic,Other,3,3,3
2016,D11,Crimes Against Property,Other,22,5,22
2017,D42,Crimes Against the Person,Robbery-Other,29,12,29
2021,D22,Criminal Code Traffic,Other,2,2,2
2020,D33,Crimes Against Property,Theft Under $5000,103,7,103
2022,D22,Crimes Against Property,Fraud,53,1,53
2018,D14,Crimes Against Property,Break & Enter-House,14,2,14
2023,D55,Crimes Against Property,Auto Theft,39,1,39
2014,D43,Crimes Against Property,Theft Over $5000,5,2,5
2019,D13,Crimes Against the Person,Attempt Murder,3,2,3
2016,D32,Controlled Drugs and Substances Act,Other,10,8,10
2015,D41,Other Criminal Code Violations,Other,78,70,78
2020,D42,Crimes Against Property,Auto Theft,38,2,38
2016,D52,Crimes Against Property,Break & Enter-Apartment,13,2,13
2014,D51,Crimes Against Property,Theft Over $5000,8,2,8
2014,D14,Other Federal Statute Violations,Other,5,5,5
2018,D31,Crimes Against Property,Theft Under $5000,206,19,206
2019,D14,Crimes Against Property,Other,96,27,96
2015,D41,Crimes Against Property,Theft Over $5000,16,5,16
2021,D14,Controlled Drugs and Substances Act,Other,3,3,3
2017,D51,Crimes Against Property,Break & Enter-Other,5,1,5
2016,D55,Crimes Against Property,Theft Over $5000,2,1,2
2014,D12,Crimes Against the Person,Other,18,15,18
2023,D12,Crimes Against the Person,Robbery-Other,22,13,22
2020,D13,Crimes Against Property,Other,24,3,24
2016,D33,Crimes Against Property,Theft Under $5000,486,293,486
2016,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,9,10
2022,D22,Crimes Against Property,Theft Under $5000,85,5,85
2014,D41,Crimes Against the Person,Other,14,8,14
2019,D14,Controlled Drugs and Substances Act,Other,14,11,14
2022,D43,Other Criminal Code Violations,Other,36,27,36
2016,D31,Crimes Against the Person,Sexual Violation,39,27,39
2017,D53,Crimes Against Property,Break & Enter-Apartment,2,1,2
2015,D51,Crimes Against Property,Theft Over $5000,2,1,2
2016,D22,Crimes Against Property,Fraud,1,1,1
2018,D22,Other Criminal Code Violations,Other,36,34,36
2018,D33,Crimes Against Property,Break & Enter-Apartment,18,6,18
2021,D13,Controlled Drugs and Substances Act,Other,2,1,2
2021,D12,Other Federal Statute Violations,Other,4,3,4
2016,D51,Controlled Drugs and Substances Act,Other,38,37,38
2023,D33,Crimes Against Property,Theft Over $5000,14,7,14
2018,D53,Crimes Against Property,Other,49,9,49
2022,NSA,Other Federal Statute Violations,Other,13,4,13
2023,D22,Other Criminal Code Violations,Other,27,8,27
2015,D11,Controlled Drugs and Substances Act,Other,17,14,17
2016,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,8
2023,NSA,Criminal Code Traffic,Other,2,2,2
2020,D53,Crimes Against Property,Theft Under $5000,37,1,37
2022,D43,Crimes Against the Person,Other,24,10,24
2017,D51,Crimes Against Property,Break & Enter-Commercial,4,1,4
2017,D55,Crimes Against the Person,Sexual Violation,7,2,7
2018,D22,Crimes Against Property,Theft Over $5000,4,2,4
2017,D23,Criminal Code Traffic,Other,47,45,47
2022,D12,Crimes Against Property,Break & Enter-Apartment,18,5,18
2023,D12,Crimes Against Property,Break & Enter-Apartment,21,11,21
2019,D11,Crimes Against the Person,Sexual Violation,10,5,10
2017,D11,Crimes Against the Person,Other,29,19,29
2018,D12,Crimes Against Property,Theft Over $5000,1,1,1
2018,D22,Controlled Drugs and Substances Act,Other,4,4,4
2014,D23,Controlled Drugs and Substances Act,Other,17,15,17
2021,D55,Crimes Against the Person,Robbery-Other,3,1,3
2022,D33,Crimes Against the Person,Sexual Violation,1,1,1
2020,D14,Crimes Against Property,Break & Enter-House,12,4,12
2017,D42,Controlled Drugs and Substances Act,Other,19,17,19
2023,D33,Crimes Against the Person,Assault,19,7,19
2017,D14,Crimes Against Property,Fraud,74,15,74
2022,D53,Criminal Code Traffic,Other,9,7,9
2016,D22,Crimes Against Property,Break & Enter-House,11,5,11
2020,D52,Crimes Against the Person,Assault,346,210,346
2020,D31,Crimes Against Property,Other,173,48,173
2017,D55,Crimes Against Property,Auto Theft,2,2,2
2016,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2022,D22,Criminal Code Traffic,Other,13,10,13
2016,D52,Crimes Against the Person,Robbery-Other,24,12,24
2021,D33,Crimes Against the Person,Assault,41,24,41
2016,D51,Crimes Against the Person,Attempt Murder,6,3,6
2021,D43,Crimes Against Property,Break & Enter-House,3,1,3
2017,D31,Crimes Against Property,Theft Over $5000,17,1,17
2021,D22,Other Criminal Code Violations,Other,43,36,43
2019,D55,Crimes Against the Person,Assault,1,1,1
2020,D55,Crimes Against Property,Theft Over $5000,8,3,8
2018,D23,Crimes Against the Person,Sexual Violation,4,1,4
2023,D42,Crimes Against Property,Other,65,12,65
2017,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,3
2018,D33,Crimes Against the Person,Sexual Violation,14,6,14
2019,D52,Crimes Against Property,Fraud,38,2,38
2019,D11,Crimes Against Property,Auto Theft,4,1,4
2017,D43,Crimes Against Property,Other,67,39,67
2014,D53,Crimes Against Property,Break & Enter-Commercial,3,1,3
2022,D22,Crimes Against Property,Theft Under $5000,202,32,202
2017,D41,Crimes Against the Person,Assault,172,120,172
2014,D31,Crimes Against Property,Theft Under $5000,75,16,75
2016,D41,Crimes Against the Person,Robbery-Other,9,1,9
2018,D31,Crimes Against Property,Break & Enter-Commercial,2,1,2
2014,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,2
2019,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6,7
2018,D22,Crimes Against Property,Auto Theft,17,2,17
2015,D12,Controlled Drugs and Substances Act,Other,15,11,15
2014,D12,Crimes Against Property,Theft Under $5000,56,27,56
2016,D22,Crimes Against the Person,Sexual Violation,8,7,8
2016,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,2
2021,D14,Other Criminal Code Violations,Other,64,52,64
2017,D33,Crimes Against Property,Theft Under $5000,6,1,6
2019,D43,Crimes Against Property,Break & Enter-Commercial,30,13,30
2022,D42,Crimes Against Property,Other,81,17,81
2023,D53,Crimes Against the Person,Robbery-Other,7,1,7
2017,D42,Crimes Against the Person,Sexual Violation,5,4,5
2020,D32,Crimes Against Property,Fraud,7,1,7
2020,D43,Crimes Against Property,Fraud,18,7,18
2016,D23,Crimes Against the Person,Other,20,7,20
2021,D31,Crimes Against the Person,Sexual Violation,6,2,6
2018,D51,Crimes Against Property,Other,250,35,250
2014,D22,Crimes Against the Person,Sexual Violation,8,5,8
2017,D22,Crimes Against Property,Break & Enter-Commercial,3,1,3
2016,D42,Crimes Against the Person,Assault,96,56,96
2021,D11,Crimes Against Property,Break & Enter-House,6,2,6
2015,D12,Crimes Against Property,Other,10,2,10
2022,D33,Crimes Against the Person,Sexual Violation,16,9,16
2018,D32,Other Criminal Code Violations,Other,126,121,126
2023,D55,Other Criminal Code Violations,Other,70,60,70
2016,D14,Other Federal Statute Violations,Other,3,2,3
2016,D33,Crimes Against Property,Break & Enter-House,20,1,20
2023,D13,Controlled Drugs and Substances Act,Other,2,2,2
2017,D33,Crimes Against the Person,Robbery-Other,1,1,1
2014,D52,Crimes Against Property,Break & Enter-Apartment,5,1,5
2021,D53,Crimes Against the Person,Robbery-Other,8,4,8
2015,D52,Controlled Drugs and Substances Act,Other,8,8,8
2020,D14,Crimes Against Property,Auto Theft,16,5,16
2016,D43,Controlled Drugs and Substances Act,Other,25,23,25
2020,D32,Criminal Code Traffic,Other,2,2,2
2016,D43,Crimes Against Property,Break & Enter-Commercial,14,4,14
2017,D42,Crimes Against Property,Fraud,65,6,65
2015,D43,Crimes Against the Person,Other,29,18,29
2017,D31,Crimes Against the Person,Assault,10,3,10
2017,D32,Crimes Against Property,Break & Enter-House,25,3,25
2015,D43,Crimes Against the Person,Sexual Violation,12,8,12
2022,D43,Crimes Against Property,Theft Under $5000,582,138,582
2021,D11,Crimes Against Property,Other,26,4,26
2016,D33,Crimes Against the Person,Robbery-Other,11,2,11
2023,D14,Crimes Against Property,Fraud,119,8,119
2014,D22,Crimes Against the Person,Other,11,7,11
2023,D14,Crimes Against the Person,Sexual Violation,21,9,21
2016,D12,Crimes Against Property,Theft Under $5000,350,211,350
2018,D53,Controlled Drugs and Substances Act,Other,5,3,5
2018,D22,Crimes Against Property,Fraud,61,7,61
2018,D14,Crimes Against the Person,Robbery-Other,16,10,16
2017,D22,Crimes Against the Person,Robbery-Other,14,6,14
2021,D33,Crimes Against Property,Fraud,32,2,32
2015,D11,Controlled Drugs and Substances Act,Other,1,1,1
2016,D42,Crimes Against Property,Auto Theft,19,2,19
2023,D51,Criminal Code Traffic,Other,38,38,38
2021,D23,Criminal Code Traffic,Other,2,2,2
2016,D43,Crimes Against the Person,Assault,68,46,68
2014,D32,Crimes Against Property,Break & Enter-Commercial,7,1,7
2017,D51,Crimes Against Property,Theft Under $5000,390,75,390
2023,D53,Crimes Against Property,Break & Enter-House,27,6,27
2016,D52,Crimes Against Property,Theft Under $5000,45,12,45
2019,D14,Crimes Against Property,Fraud,124,15,124
2022,D32,Crimes Against Property,Break & Enter-Commercial,15,2,15
2021,D42,Crimes Against Property,Fraud,59,3,59
2015,D55,Crimes Against Property,Break & Enter-Commercial,16,12,16
2021,D41,Crimes Against Property,Break & Enter-Commercial,47,7,47
2016,D11,Crimes Against the Person,Assault,36,19,36
2017,D33,Crimes Against the Person,Sexual Violation,3,2,3
2014,D55,Crimes Against the Person,Assault,9,5,9
2018,D33,Crimes Against the Person,Assault,3,2,3
2017,D14,Crimes Against Property,Break & Enter-Apartment,15,5,15
2022,D32,Crimes Against the Person,Other,29,17,29
2014,D23,Other Criminal Code Violations,Other,9,7,9
2020,D22,Crimes Against the Person,Robbery-Financial,1,1,1
2015,D11,Crimes Against the Person,Sexual Violation,3,2,3
2015,D42,Crimes Against Property,Theft Under $5000,60,9,60
2017,D41,Other Criminal Code Violations,Other,16,15,16
2015,D43,Crimes Against the Person,Assault,90,71,90
2020,D42,Crimes Against the Person,Other,9,5,9
2014,D42,Crimes Against Property,Break & Enter-House,48,4,48
2020,D43,Crimes Against Property,Theft Under $5000,116,19,116
2015,D53,Controlled Drugs and Substances Act,Other,3,3,3
2022,D55,Crimes Against Property,Theft Under $5000,224,33,224
2020,D43,Crimes Against Property,Theft Under $5000,21,3,21
2015,D55,Crimes Against the Person,Sexual Violation,7,3,7
2017,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,6
2022,D32,Other Criminal Code Violations,Other,31,25,31
2019,D14,Crimes Against the Person,Robbery-Financial,1,1,1
2017,D55,Crimes Against Property,Theft Over $5000,3,1,3
2022,D14,Other Federal Statute Violations,Other,1,1,1
2019,D55,Crimes Against Property,Break & Enter-Apartment,9,4,9
2017,D42,Criminal Code Traffic,Other,3,3,3
2019,D53,Crimes Against Property,Break & Enter-Commercial,2,1,2
2018,D32,Criminal Code Traffic,Other,7,7,7
2014,D42,Other Federal Statute Violations,Other,2,2,2
2014,D53,Crimes Against Property,Auto Theft,6,1,6
2019,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9,9
2023,D31,Crimes Against the Person,Robbery-Other,23,8,23
2017,D53,Crimes Against the Person,Assault,18,16,18
2015,D23,Crimes Against Property,Other,35,12,35
2016,D53,Crimes Against Property,Break & Enter-Commercial,4,3,4
2018,D13,Crimes Against Property,Break & Enter-Apartment,13,3,13
2023,D41,Crimes Against Property,Other,133,36,133
2015,D33,Crimes Against the Person,Other,15,8,15
2020,D13,Crimes Against the Person,Attempt Murder,1,1,1
2020,D51,Crimes Against Property,Break & Enter-Commercial,51,15,51
2022,D22,Crimes Against the Person,Sexual Violation,16,5,16
2023,D42,Crimes Against Property,Auto Theft,300,16,300
2023,D14,Crimes Against the Person,Sexual Violation,13,6,13
2017,D42,Crimes Against the Person,Sexual Violation,14,9,14
2018,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,5,7
2016,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,7
2022,D43,Crimes Against the Person,Other,5,2,5
2019,D33,Crimes Against Property,Fraud,65,5,65
2021,D12,Crimes Against Property,Fraud,19,1,19
2021,D12,Crimes Against Property,Break & Enter-Apartment,6,4,6
2023,D22,Crimes Against Property,Theft Under $5000,155,11,155
2023,D41,Other Criminal Code Violations,Other,117,93,117
2019,D42,Criminal Code Traffic,Other,18,16,18
2019,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,7
2015,D31,Crimes Against the Person,Robbery-Financial,3,3,3
2016,D53,Crimes Against the Person,Other,14,7,14
2022,D41,Crimes Against the Person,Assault,201,113,201
2014,D41,Crimes Against Property,Break & Enter-Apartment,22,4,22
2019,D33,Criminal Code Traffic,Other,11,11,11
2016,D42,Crimes Against Property,Break & Enter-Apartment,7,2,7
2014,D14,Crimes Against Property,Fraud,28,10,28
2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,6
2015,D55,Crimes Against Property,Break & Enter-Other,1,1,1
2015,D13,Crimes Against the Person,Other,31,21,31
2019,D43,Other Federal Statute Violations,Other,1,1,1
2015,D22,Crimes Against the Person,Robbery-Other,10,5,10
2018,D32,Other Criminal Code Violations,Other,21,16,21
2019,D41,Crimes Against Property,Theft Under $5000,37,5,37
2019,D55,Crimes Against Property,Break & Enter-Commercial,20,4,20
2015,D41,Criminal Code Traffic,Other,29,29,29
2019,D13,Crimes Against the Person,Assault,81,58,81
2014,D11,Crimes Against the Person,Assault,69,56,69
2023,D43,Crimes Against Property,Break & Enter-Commercial,2,1,2
2017,D41,Crimes Against Property,Auto Theft,15,3,15
2017,D23,Crimes Against Property,Break & Enter-Commercial,2,1,2
2017,D23,Crimes Against Property,Auto Theft,12,1,12
2017,D32,Crimes Against the Person,Sexual Violation,5,3,5
2017,D41,Crimes Against Property,Break & Enter-Commercial,19,7,19
2018,D11,Crimes Against the Person,Assault,61,37,61
2019,D53,Crimes Against Property,Theft Over $5000,9,1,9
2018,D22,Crimes Against Property,Other,45,14,45
2014,D22,Criminal Code Traffic,Other,2,2,2
2022,D12,Crimes Against Property,Fraud,26,1,26
2021,D41,Crimes Against Property,Fraud,88,9,88
2019,D41,Crimes Against Property,Break & Enter-Apartment,13,6,13
2019,D53,Crimes Against Property,Other,24,6,24
2022,D55,Crimes Against the Person,Sexual Violation,9,4,9
2020,D23,Other Criminal Code Violations,Other,77,70,77
2015,D33,Controlled Drugs and Substances Act,Other,7,7,7
2020,D33,Crimes Against the Person,Assault,26,14,26
2019,D12,Crimes Against Property,Auto Theft,38,7,38
2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10,10
2017,D41,Crimes Against the Person,Attempt Murder,1,1,1
2017,D43,Crimes Against Property,Break & Enter-Apartment,2,1,2
2019,D32,Crimes Against the Person,Assault,62,36,62
2023,D55,Crimes Against the Person,Assault,90,59,90
2022,D12,Crimes Against Property,Break & Enter-Commercial,3,1,3
2015,D41,Crimes Against Property,Break & Enter-Apartment,4,1,4
2022,D11,Other Federal Statute Violations,Other,1,1,1
2017,D22,Other Federal Statute Violations,Other,1,1,1
2022,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2016,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,4
2017,D53,Other Criminal Code Violations,Other,11,11,11
2023,D22,Criminal Code Traffic,Other,28,26,28
2015,D32,Controlled Drugs and Substances Act,Other,21,21,21
2016,D14,Crimes Against the Person,Attempt Murder,2,1,2
2016,D11,Controlled Drugs and Substances Act,Other,18,18,18
2020,D13,Crimes Against the Person,Other,18,7,18
2016,D32,Other Federal Statute Violations,Other,1,1,1
2018,D55,Crimes Against the Person,Other,12,4,12
2016,D11,Crimes Against Property,Fraud,11,5,11
2022,D14,Crimes Against Property,Fraud,62,5,62
2019,D55,Controlled Drugs and Substances Act,Other,27,24,27
2015,D32,Crimes Against Property,Theft Over $5000,2,1,2
2022,D41,Crimes Against Property,Fraud,42,7,42
2016,D22,Other Federal Statute Violations,Other,10,7,10
2018,D55,Criminal Code Traffic,Other,7,7,7
2022,D14,Crimes Against Property,Fraud,73,2,73
2014,D23,Crimes Against Property,Break & Enter-House,52,13,52
2017,D33,Crimes Against Property,Fraud,2,1,2
2022,D11,Crimes Against Property,Other,28,6,28
2023,D41,Crimes Against the Person,Sexual Violation,8,4,8
2015,D13,Criminal Code Traffic,Other,16,16,16
2015,D43,Crimes Against Property,Theft Under $5000,172,28,172
2016,NSA,Other Criminal Code Violations,Other,2,2,2
2015,D33,Other Federal Statute Violations,Other,2,2,2
2021,D12,Crimes Against the Person,Sexual Violation,10,4,10
2022,D52,Crimes Against Property,Fraud,102,2,102
2014,D13,Crimes Against the Person,Sexual Violation,6,3,6
2018,D42,Crimes Against Property,Theft Under $5000,272,58,272
2020,D43,Controlled Drugs and Substances Act,Other,3,3,3
2015,D51,Crimes Against Property,Theft Over $5000,12,2,12
2018,D53,Other Criminal Code Violations,Other,35,27,35
2023,D55,Crimes Against the Person,Other,27,19,27
2022,D52,Other Criminal Code Violations,Other,7,5,7
2014,D43,Crimes Against Property,Theft Under $5000,239,138,239
2017,D22,Crimes Against the Person,Other,17,11,17
2017,D53,Crimes Against Property,Theft Under $5000,298,101,298
2017,D51,Crimes Against the Person,Sexual Violation,1,1,1
2022,D43,Crimes Against Property,Other,18,5,18
2018,D33,Criminal Code Traffic,Other,1,1,1
2018,D43,Other Criminal Code Violations,Other,68,58,68
2021,D23,Crimes Against Property,Break & Enter-House,7,3,7
2020,D42,Crimes Against Property,Auto Theft,45,1,45
2017,D55,Crimes Against Property,Break & Enter-Other,2,1,2
2022,D55,Crimes Against the Person,Other,26,18,26
2016,D55,Crimes Against the Person,Other,44,24,44
2018,D32,Crimes Against the Person,Robbery-Financial,1,1,1
2021,D33,Crimes Against the Person,Sexual Violation,5,1,5
